"url","Link","Area","CostPerYear","ClosestSubway","SubwayDistance","City","City_link","Region","District","Subway","Street","Building","Address"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 520 м² за 1 256 667 руб./мес.","Своб. назнач. 520 м² за 1 256 667 руб./мес.","29 000 руб. за м² в год","Боровицкая","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Якиманка","м. Боровицкая","улица Серафимовича","5/16","Москва; р-н Якиманка; улица Серафимовича; 5/16"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 333 м² за 1 387 500 руб./мес.","Своб. назнач. 333 м² за 1 387 500 руб./мес.","50 000 руб. за м² в год","Новокузнецкая","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Замоскворечье","м. Новокузнецкая","Садовническая набережная","7","Москва; р-н Замоскворечье; Садовническая набережная; 7"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 55 м² до 292 м² от 275 000 руб./мес.","Своб. назнач. от 55 м² до 292 м² от 275 000 руб./мес.","60 000 руб. за м² в год","Достоевская","8; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Марьина роща","м. Достоевская","Октябрьская улица","9/1","Москва; р-н Марьина роща; Октябрьская улица; 9/1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 338 м² за 1 504 100 руб./мес.","Своб. назнач. 338 м² за 1 504 100 руб./мес.","53 400 руб. за м² в год","Арбатская","8; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Арбат","м. Арбатская","улица Арбат","23С1","Москва; р-н Арбат; улица Арбат; 23С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 210 м² за 1 499 750 руб./мес.","Своб. назнач. 210 м² за 1 499 750 руб./мес.","85 700 руб. за м² в год","Чистые пруды","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Чистые пруды","Мясницкая улица","24/7С1","Москва; р-н Басманный; Мясницкая улица; 24/7С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 237 м² за 1 499 968 руб./мес.","Своб. назнач. 237 м² за 1 499 968 руб./мес.","76 044 руб. за м² в год","Белорусская","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Белорусская","улица Грузинский Вал","28/45","Москва; р-н Пресненский; улица Грузинский Вал; 28/45"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 100 м² до 500 м² от 300 000 руб./мес.","Своб. назнач. от 100 м² до 500 м² от 300 000 руб./мес.","36 000 руб. за м² в год","Проспект Мира","6; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Мещанский","м. Проспект Мира","проспект Мира","26С1","Москва; р-н Мещанский; проспект Мира; 26С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 390 м² за 1 600 000 руб./мес.","Своб. назнач. 390 м² за 1 600 000 руб./мес.","49 231 руб. за м² в год","Китай-город","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Китай-город","улица Маросейка","6-8С1","Москва; р-н Басманный; улица Маросейка; 6-8С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 405 м² за 1 900 260 руб./мес.","Своб. назнач. 405 м² за 1 900 260 руб./мес.","56 304 руб. за м² в год","Менделеевская","1; минута; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Менделеевская","Сущевская улица","25С1","Москва; р-н Тверской; Сущевская улица; 25С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 289 м² за 1 950 169 руб./мес.","Своб. назнач. 289 м² за 1 950 169 руб./мес.","81 060 руб. за м² в год","Павелецкая","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Замоскворечье","м. Павелецкая","Кожевническая улица","5","Москва; р-н Замоскворечье; Кожевническая улица; 5"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 215 м² за 1 999 930 руб./мес.","Своб. назнач. 215 м² за 1 999 930 руб./мес.","111 624 руб. за м² в год","Арбатская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Арбат","м. Арбатская","улица Арбат","1","Москва; р-н Арбат; улица Арбат; 1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 311 м² до 903 м² от 861 030 руб./мес.","Своб. назнач. от 311 м² до 903 м² от 861 030 руб./мес.","33 223 руб. за м² в год","Курская","10; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Курская","улица Покровка","32","Москва; р-н Басманный; улица Покровка; 32"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 940 м² за 2 545 834 руб./мес.","Своб. назнач. 940 м² за 2 545 834 руб./мес.","32 500 руб. за м² в год","Китай-город","1; минута; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Китай-город","Большой Златоустинский переулок","9С1","Москва; р-н Басманный; Большой Златоустинский переулок; 9С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 15 м² до 2300 м² от 18 000 руб./мес.","Своб. назнач. от 15 м² до 2300 м² от 18 000 руб./мес.","14 400 руб. за м² в год","Селигерская","6; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","САО","р-н Западное Дегунино","м. Селигерская","Дмитровское шоссе","83А","Москва; р-н Западное Дегунино; Дмитровское шоссе; 83А"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 450 м² до 6500 м² от 202 500 руб./мес.","Своб. назнач. от 450 м² до 6500 м² от 202 500 руб./мес.","5 400 руб. за м² в год","Улица Академика Янгеля","15; минут; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Бирюлево Западное","м. Улица Академика Янгеля","улица Подольских Курсантов","24АС2","Москва; р-н Бирюлево Западное; улица Подольских Курсантов; 24АС2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 2101 м² за 3 151 500 руб./мес.","Своб. назнач. 2101 м² за 3 151 500 руб./мес.","18 000 руб. за м² в год","Серпуховская","14; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Даниловский","м. Серпуховская","Партийный переулок","1К10","Москва; р-н Даниловский; Партийный переулок; 1К10"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 2101 м² за 3 151 500 руб./мес.","Своб. назнач. 2101 м² за 3 151 500 руб./мес.","18 000 руб. за м² в год","Серпуховская","14; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Даниловский","м. Серпуховская","Партийный переулок","1К10","Москва; р-н Даниловский; Партийный переулок; 1К10"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 123 м² до 281 м² от 1 753 775 руб./мес.","Своб. назнач. от 123 м² до 281 м² от 1 753 775 руб./мес.","171 100 руб. за м² в год","Кропоткинская","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Кропоткинская","улица Остоженка","3/14","Москва; р-н Хамовники; улица Остоженка; 3/14"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 2060 м² за 4 274 500 руб./мес.","Своб. назнач. 2060 м² за 4 274 500 руб./мес.","24 900 руб. за м² в год","Университет","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Раменки","м. Университет","Ленинские Горы мкр","улица Менделеевская","Москва; р-н Раменки; Ленинские Горы мкр; улица Менделеевская; 4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. 103 м² за 10 506 000 руб./мес.","Своб. назнач. 103 м² за 10 506 000 руб./мес.","1 224 000 руб. за м² в год","Бунинская аллея","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮЗАО","р-н Южное Бутово","м. Бунинская аллея","улица Адмирала Руднева","20","Москва; р-н Южное Бутово; улица Адмирала Руднева; 20"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=13&region=1","Своб. назнач. от 135 м² до 30000 м² от 67 500 руб./мес.","Своб. назнач. от 135 м² до 30000 м² от 67 500 руб./мес.","6 000 руб. за м² в год","Багратионовская","11; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Филевский парк","м. Багратионовская","Барклая улица","6С2","Москва; р-н Филевский парк; Барклая улица; 6С2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. от 200 м² до 450 м² от 312 000 руб./мес.","Своб. назнач. от 200 м² до 450 м² от 312 000 руб./мес.","18 720 руб. за м² в год","Алексеевская","14; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Алексеевский","м. Алексеевская","улица Павла Корчагина","3С2","Москва; р-н Алексеевский; улица Павла Корчагина; 3С2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 160 м² за 1 500 000 руб./мес.","Своб. назнач. 160 м² за 1 500 000 руб./мес.","112 500 руб. за м² в год","Китай-город","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Китай-город","улица Маросейка","15","Москва; р-н Басманный; улица Маросейка; 15"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 360 м² за 1 200 000 руб./мес.","Своб. назнач. 360 м² за 1 200 000 руб./мес.","40 000 руб. за м² в год","Комсомольская","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Красносельский","м. Комсомольская","Комсомольская площадь","2","Москва; р-н Красносельский; Комсомольская площадь; 2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 65 м² за 400 000 руб./мес.","Своб. назнач. 65 м² за 400 000 руб./мес.","73 846 руб. за м² в год","Окружная","1; минута; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Марфино","м. Окружная","Гостиничный проезд","6К2","Москва; р-н Марфино; Гостиничный проезд; 6К2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 35 м² за 175 000 руб./мес.","Своб. назнач. 35 м² за 175 000 руб./мес.","60 000 руб. за м² в год","Бульвар Рокоссовского","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Богородское","м. Бульвар Рокоссовского","Ивантеевская улица","32К3","Москва; р-н Богородское; Ивантеевская улица; 32К3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 35 м² за 175 000 руб./мес.","Своб. назнач. 35 м² за 175 000 руб./мес.","60 000 руб. за м² в год","Бульвар Рокоссовского","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Богородское","м. Бульвар Рокоссовского","Ивантеевская улица","32К3","Москва; р-н Богородское; Ивантеевская улица; 32К3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 251 м² за 836 667 руб./мес.","Своб. назнач. 251 м² за 836 667 руб./мес.","40 000 руб. за м² в год","Таганская","6; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Таганский","м. Таганская","Котельническая набережная","31","Москва; р-н Таганский; Котельническая набережная; 31"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 274 м² за 911 667 руб./мес.","Своб. назнач. 274 м² за 911 667 руб./мес.","40 000 руб. за м² в год","Таганская","6; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Таганский","м. Таганская","Котельническая набережная","31","Москва; р-н Таганский; Котельническая набережная; 31"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 512 м² за 1 706 667 руб./мес.","Своб. назнач. 512 м² за 1 706 667 руб./мес.","40 000 руб. за м² в год","Таганская","6; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Таганский","м. Таганская","Котельническая набережная","31","Москва; р-н Таганский; Котельническая набережная; 31"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 95 м² за 100 035 руб./мес.","Своб. назнач. 95 м² за 100 035 руб./мес.","12 636 руб. за м² в год","Планерная","15; минут; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СЗАО","р-н Куркино","м. Планерная","Новокуркинское шоссе","43","Москва; р-н Куркино; Новокуркинское шоссе; 43"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 145 м² за 150 003 руб./мес.","Своб. назнач. 145 м² за 150 003 руб./мес.","12 414 руб. за м² в год","Коптево","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","САО","р-н Коптево","м. Коптево","Михалковская улица","16/1","Москва; р-н Коптево; Михалковская улица; 16/1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 98 м² за 235 200 руб./мес.","Своб. назнач. 98 м² за 235 200 руб./мес.","28 800 руб. за м² в год","Дмитровская","12; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Бутырский","м. Дмитровская","Новодмитровская улица","2к6","Москва; р-н Бутырский; Новодмитровская улица; 2к6"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 112 м² за 345 334 руб./мес.","Своб. назнач. 112 м² за 345 334 руб./мес.","37 000 руб. за м² в год","Улица 1905 года","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Улица 1905 года","улица Пресненский Вал","14к4","Москва; р-н Пресненский; улица Пресненский Вал; 14к4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. от 30 м² до 198 м² от 60 000 руб./мес.","Своб. назнач. от 30 м² до 198 м² от 60 000 руб./мес.","24 000 руб. за м² в год","Электрозаводская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Электрозаводская","Семеновская набережная","3/1К4","Москва; р-н Басманный; Семеновская набережная; 3/1К4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 137 м² за 449 985 руб./мес.","Своб. назнач. 137 м² за 449 985 руб./мес.","39 300 руб. за м² в год","Рассказовка","20; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","НАО (Новомосковский)","м. Рассказовка","Внуковское поселение","бульвар Андрея Тарковского","9","Москва; м. Рассказовка; бульвар Андрея Тарковского; 9"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. от 55 м² до 170 м² от 165 000 руб./мес.","Своб. назнач. от 55 м² до 170 м² от 165 000 руб./мес.","36 000 руб. за м² в год","Смоленская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Арбат","м. Смоленская","Малый Николопесковский переулок","4","Москва; р-н Арбат; Малый Николопесковский переулок; 4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. от 10 м² до 147 м² от 35 000 руб./мес.","Своб. назнач. от 10 м² до 147 м² от 35 000 руб./мес.","42 000 руб. за м² в год","Домодедовская","13; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Орехово-Борисово Южное","м. Домодедовская","Каширское шоссе","65К1","Москва; р-н Орехово-Борисово Южное; Каширское шоссе; 65К1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 358 м² за 895 000 руб./мес.","Своб. назнач. 358 м² за 895 000 руб./мес.","30 000 руб. за м² в год","Фрунзенская","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Фрунзенская","Фрунзенская набережная","24","Москва; р-н Хамовники; Фрунзенская набережная; 24"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 586 м² за 1 500 014 руб./мес.","Своб. назнач. 586 м² за 1 500 014 руб./мес.","30 717 руб. за м² в год","Новослободская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Новослободская","Долгоруковская улица","31С32","Москва; р-н Тверской; Долгоруковская улица; 31С32"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 162 м² за 1 649 984 руб./мес.","Своб. назнач. 162 м² за 1 649 984 руб./мес.","121 920 руб. за м² в год","Маяковская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Маяковская","Тверская улица","25","Москва; р-н Тверской; Тверская улица; 25"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. от 15 м² до 30 м² от 16 500 руб./мес.","Своб. назнач. от 15 м² до 30 м² от 16 500 руб./мес.","13 200 руб. за м² в год","Пятницкое шоссе","12; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СЗАО","р-н Митино","м. Пятницкое шоссе","Пятницкое шоссе","60","Москва; р-н Митино; Пятницкое шоссе; 60"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 65 м² за 69 962 руб./мес.","Своб. назнач. 65 м² за 69 962 руб./мес.","12 996 руб. за м² в год","Автозаводская","10; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮВАО","р-н Южнопортовый","м. Автозаводская","улица Сайкина","1/2","Москва; р-н Южнопортовый; улица Сайкина; 1/2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 12 м² за 70 000 руб./мес.","Своб. назнач. 12 м² за 70 000 руб./мес.","70 000 руб. за м² в год","Китай-город","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Китай-город","улица Маросейка","6/8","Москва; р-н Басманный; улица Маросейка; 6/8"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=14&region=1","Своб. назнач. 107 м² за 85 600 руб./мес.","Своб. назнач. 107 м² за 85 600 руб./мес.","9 600 руб. за м² в год","","","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","НАО (Новомосковский)","Московский","мкр. Град Московский","улица Радужная","13/2","Москва; Московский; улица Радужная; 13/2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 109 м² за 89 925 руб./мес.","Своб. назнач. 109 м² за 89 925 руб./мес.","9 900 руб. за м² в год","Автозаводская","10; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮВАО","р-н Южнопортовый","м. Автозаводская","улица Сайкина","1/2","Москва; р-н Южнопортовый; улица Сайкина; 1/2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 20 м² за 90 000 руб./мес.","Своб. назнач. 20 м² за 90 000 руб./мес.","54 000 руб. за м² в год","Курская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Курская","улица Казакова","8С6","Москва; р-н Басманный; улица Казакова; 8С6"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 48 м² за 96 000 руб./мес.","Своб. назнач. 48 м² за 96 000 руб./мес.","24 000 руб. за м² в год","Бунинская аллея","31; минута; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","НАО (Новомосковский)","м. Бунинская аллея","пос. Коммунарка","улица Александры Монаховой","88к1","Москва; м. Бунинская аллея; улица Александры Монаховой; 88к1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 107 м² за 129 954 руб./мес.","Своб. назнач. 107 м² за 129 954 руб./мес.","14 520 руб. за м² в год","Коммунарка откроется в 2019","28; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","НАО (Новомосковский)","м. Коммунарка","пос. Коммунарка","улица Липовый Парк","4к3","Москва; м. Коммунарка; улица Липовый Парк; 4к3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 75 м² за 135 180 руб./мес.","Своб. назнач. 75 м² за 135 180 руб./мес.","21 600 руб. за м² в год","Сокол","10; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","САО","р-н Сокол","м. Сокол","Волоколамское шоссе","6","Москва; р-н Сокол; Волоколамское шоссе; 6"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 151 м² за 149 896 руб./мес.","Своб. назнач. 151 м² за 149 896 руб./мес.","11 928 руб. за м² в год","Речной вокзал","15; минут; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗелАО","р-н Савёлки","м. Речной вокзал","Зеленоград","мкр. 6-й","Москва; р-н Савёлки; Зеленоград; мкр. 6-й; к602"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 174 м² за 154 852 руб./мес.","Своб. назнач. 174 м² за 154 852 руб./мес.","10 704 руб. за м² в год","Автозаводская","9; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮВАО","р-н Южнопортовый","м. Автозаводская","улица Сайкина","1/2","Москва; р-н Южнопортовый; улица Сайкина; 1/2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 104 м² за 156 000 руб./мес.","Своб. назнач. 104 м² за 156 000 руб./мес.","18 000 руб. за м² в год","","","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Северный","Дмитровское шоссе","169к1","","Москва; р-н Северный; 169к1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 131 м² за 159 960 руб./мес.","Своб. назнач. 131 м² за 159 960 руб./мес.","14 664 руб. за м² в год","ЗИЛ","42; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Даниловский","м. ЗИЛ","Даниловская набережная","2к2","Москва; р-н Даниловский; Даниловская набережная; 2к2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 77 м² за 160 006 руб./мес.","Своб. назнач. 77 м² за 160 006 руб./мес.","24 936 руб. за м² в год","Отрадное","25; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Отрадное","м. Отрадное","улица Римского-Корсакова","11к7","Москва; р-н Отрадное; улица Римского-Корсакова; 11к7"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=15&region=1","Своб. назнач. 165 м² за 199 892 руб./мес.","Своб. назнач. 165 м² за 199 892 руб./мес.","14 520 руб. за м² в год","Речной вокзал","15; минут; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗелАО","р-н Савёлки","м. Речной вокзал","Зеленоград","мкр. 6-й","Москва; р-н Савёлки; Зеленоград; мкр. 6-й; к602"
